TRANSNR;LOTNT;MARKS;MARKS2;REF;REF2;BAGMARK;GRADE-GR;BAGSNR;WEIGHT-Kgr;SALENO;BAGSBOUGHTNR;WEIGHTBOUGHT-Kgr;BUYERCODE;PRICE;SEATNR;AUCTCODE;STATUS;ISODATE;SEASON;VALUE
127;1839;44KF0024 / KIANGUCHU FACTORY/XBD14F03;44KF0024/KIANGUCHUFACTORY/XBD14F03/;XBD14F03;XBD14F03;44KF0024;AB;17;1034;30;17;1034;78;276;78;18;2;05-Sep-17;2016-2017;5707.68
128;1840;44KF0030 / RIANKUNE/XBC035F01;44KF0030/RIANKUNE/XBC035F01/;XBC035F01;XBC035F01;44KF0030;AB;17;1049;30;17;1049;74;280;74;18;2;05-Sep-17;2016-2017;5874.4
129;1841;44LE0003 / KITULUNI FACTORY/XBE018F01/FL;44LE0003/KITULUNIFACTORY/XBE018F01/FL/;XBE018F01;XBE018F01;44LE0003;AB;47;2875;30;47;2875;237;278;13;18;2;05-Sep-17;2016-2017;15985
130;1842;44LE0091 / UAMANI FACTORY/XBE018F02/FLO;44LE0091/UAMANIFACTORY/XBE018F02/FLO/;XBE018F02;XBE018F02;44LE0091;AB;40;2451;30;40;2451;78;278;78;18;2;05-Sep-17;2016-2017;13627.56
131;1843;45KF1001 / BULK;45KF1001/BULK;AB;23;1398;30;23;1398;74;284;74;18;2;05-Sep-17;2016-2017;7940.64;;;
132;1844;43LE1001 / BULK;43LE1001/BULK;PB;5;324;30;5;324;237;270;13;18;1;05-Sep-17;2016-2017;1749.6;;;
133;1845;44MS2003 / C/BULK/FLO;44MS2003/C/BULK/FLO/;BULK;BULK;44MS2003;PB;20;1253;30;20;1253;237;278;13;18;1;05-Sep-17;2016-2017;6966.68
134;1846;44MS2011 / C/BULK;44MS2011/C/BULK/;BULK;BULK;44MS2011;PB;15;929;30;15;929;237;271;13;18;1;05-Sep-17;2016-2017;5035.18
135;1847;43LE1001 / BULK;43LE1001/BULK;AA;7;478;30;7;478;78;372;78;18;1;05-Sep-17;2016-2017;3556.32;;;
136;1848;44MS2004 / C/BULK;44MS2004/C/BULK/;BULK;BULK;44MS2004;AA;5;344;30;5;344;78;392;78;18;1;05-Sep-17;2016-2017;2696.96
137;1849;44MS2005 / C/BULK/FLO;44MS2005/C/BULK/FLO/;BULK;BULK;44MS2005;AA;19;1170;30;19;1170;47;383;47;18;1;05-Sep-17;2016-2017;8962.2
138;1850;44LE0003 / KITULUNI FACTORY/XBE018F01/FL;44LE0003/KITULUNIFACTORY/XBE018F01/FL/;XBE018F01;XBE018F01;44LE0003;AA;8;528;30;8;528;47;361;47;18;2;05-Sep-17;2016-2017;3812.16
139;1851;44LE0082 / KITULUNI FACTORY/XBE018F01/FL;44LE0082/KITULUNIFACTORY/XBE018F01/FL/;XBE018F01;XBE018F01;44LE0082;AA;8;539;30;8;539;78;382;78;18;2;05-Sep-17;2016-2017;4117.96
140;1852;44LE0091 / UAMANI FACTORY/XBE018F02/FLO;44LE0091/UAMANIFACTORY/XBE018F02/FLO/;XBE018F02;XBE018F02;44LE0091;AA;7;441;30;7;441;78;382;78;18;2;05-Sep-17;2016-2017;3369.24
141;1853;41KF0015 / KAWAMUGIGA/AE0011;41KF0015/KAWAMUGIGA/AE0011/;AE0011;AE0011;41KF0015;T;41;2507;30;41;2507;237;70;13;18;2;05-Sep-17;2016-2017;3509.8
142;1854;42KF1001 / BULK;42KF1001/BULK;T;17;1076;30;17;1076;237;73;13;18;2;05-Sep-17;2016-2017;1570.96;;;
143;1855;42KF1001 / BULK;42KF1001/BULK;C;25;1514;30;25;1514;74;99;74;18;2;05-Sep-17;2016-2017;2997.72;;;
144;1856;42KF1001 / BULK;42KF1001/BULK;AB;12;744;30;12;744;51;141;51;18;2;05-Sep-17;2016-2017;2098.08;;;
145;1857;43LE0003 / KILALANI/XBE011F01/FLO;43LE0003/KILALANI/XBE011F01/FLO/;XBE011F01;XBE011F01;43LE0003;UG2;14;854;30;14;854;237;95;13;18;2;05-Sep-17;2016-2017;1622.6
146;1858;46LE0002 / ITHAENI/XBE29F01/FLO;46LE0002/ITHAENI/XBE29F01/FLO/;XBE29F01;XBE29F01;46LE0002;UG2;6;419;30;6;419;237;82;13;18;2;05-Sep-17;2016-2017;687.16
147;1859;43LE0015 / NDIANI FACTORY/XBE002F05;43LE0015/NDIANIFACTORY/XBE002F05/;XBE002F05;XBE002F05;43LE0015;UG1;9;594;30;9;594;74;138;74;18;2;05-Sep-17;2016-2017;1639.44
148;1860;40LE0002 / MATETANI/XBE011F02/FLO;40LE0002/MATETANI/XBE011F02/FLO/;XBE011F02;XBE011F02;40LE0002;UG1;39;2377;30;39;2377;47;149;47;18;2;05-Sep-17;2016-2017;7083.46
149;1861;43LE0003 / KILALANI/XBE011F01/FLO;43LE0003/KILALANI/XBE011F01/FLO/;XBE011F01;XBE011F01;43LE0003;UG1;37;2283;30;37;2283;47;148;47;18;2;05-Sep-17;2016-2017;6757.68
150;1862;46LE0002 / ITHAENI/XBE29F01/FLO;46LE0002/ITHAENI/XBE29F01/FLO/;XBE29F01;XBE29F01;46LE0002;UG1;14;907;30;14;907;47;149;47;18;2;05-Sep-17;2016-2017;2702.86
151;326;43KF0054/Mtaro Estate/AC.0038;43KF0054/MtaroEstate/AC0038/;AC0038;AC0038;43KF0054;C;30;1838;30;0;0;1002;0;0;10;4;05-Sep-17;2016-2017;0
152;301;42MS2000/T/Bulk;42MS2000/T/Bulk/;Bulk;Bulk;42MS2000;T;12;720;30;12;720;39;96;39;10;2;05-Sep-17;2016-2017;1382.4
153;302;44KF0005/Mchana Estate/AC.0023;44KF0005/MchanaEstate/AC0023/;AC0023;AC0023;44KF0005;T;45;2728;30;45;2728;74;146;74;10;2;05-Sep-17;2016-2017;7965.76
154;303;43KF0048/Eaagads Estate/AB.0025;43KF0048/EaagadsEstate/AB0025/;AB0025;AB0025;43KF0048;T;76;4624;30;76;4624;78;150;78;10;2;05-Sep-17;2016-2017;13872
155;304;43KF0052/Oaklands Estate/AC.0033;43KF0052/OaklandsEstate/AC0033/;AC0033;AC0033;43KF0052;T;72;4378;30;72;4378;78;148;78;10;2;05-Sep-17;2016-2017;12958.88
156;305;43KF0053/Oaklands Estate/AC.0033;43KF0053/OaklandsEstate/AC0033/;AC0033;AC0033;43KF0053;T;49;3004;30;49;3004;78;147;78;10;2;05-Sep-17;2016-2017;8831.76
157;306;43KF0043/Mtaro Estate/AC.0038;43KF0043/MtaroEstate/AC0038/;AC0038;AC0038;43KF0043;T;22;1352;30;22;1352;52;152;52;10;2;05-Sep-17;2016-2017;4110.08
158;307;43KF0044/Mtaro Estate/AC.0038;43KF0044/MtaroEstate/AC0038/;AC0038;AC0038;43KF0044;T;22;1333;30;22;1333;52;158;52;10;2;05-Sep-17;2016-2017;4212.28
159;308;43KF0047/Mchana Estate/AC.0023;43KF0047/MchanaEstate/AC0023/;AC0023;AC0023;43KF0047;T;60;3600;30;60;3600;160;185;40;10;2;05-Sep-17;2016-2017;13320
160;309;43KF0047/Mchana Estate/AC.0023;43KF0047/MchanaEstate/AC0023/;AC0023;AC0023;43KF0047;T;60;3636;30;60;3636;160;180;40;10;2;05-Sep-17;2016-2017;13089.6
161;310;44KF0008/Mchana Estate/AC.0023;44KF0008/MchanaEstate/AC0023/;AC0023;AC0023;44KF0008;T;11;679;30;11;679;237;212;13;10;1;05-Sep-17;2016-2017;2878.96
162;311;41MS0083/Iruma Factory/XBC37F01;41MS0083/IrumaFactory/XBC37F01/;XBC37F01;XBC37F01;41MS0083;C;20;1200;30;20;1200;47;107;47;10;2;05-Sep-17;2016-2017;2568
163;312;40MS0071/Nthirani Factory/XBC23F01;40MS0071/NthiraniFactory/XBC23F01/;XBC23F01;XBC23F01;40MS0071;C;70;4231;30;70;4231;47;260;47;10;1;05-Sep-17;2016-2017;22001.2
164;313;44KF1002/P/Bulk;44KF1002/P/Bulk/;Bulk;Bulk;44KF1002;C;32;1949;30;32;1949;39;262;39;10;1;05-Sep-17;2016-2017;10212.76
165;314;45KF1002/P/Bulk;45KF1002/P/Bulk/;Bulk;Bulk;45KF1002;C;27;1673;30;27;1673;47;260;47;10;1;05-Sep-17;2016-2017;8699.6
166;315;44KF0019/Kirimara Estate/AG.0013;44KF0019/KirimaraEstate/AG0013/;AG0013;AG0013;44KF0019;C;46;2791;30;46;2791;47;259;47;10;1;05-Sep-17;2016-2017;14457.38
167;316;44KF1002/P/Bulk;44KF1002/P/Bulk/;Bulk;Bulk;44KF1002;AB;27;1641;30;27;1641;237;279;13;10;2;05-Sep-17;2016-2017;9156.78
168;317;45KF1002/P/Bulk;45KF1002/P/Bulk/;Bulk;Bulk;45KF1002;AB;7;438;30;7;438;237;281;13;10;2;05-Sep-17;2016-2017;2461.56
169;318;44KF0019/Kirimara Estate/AG.0013;44KF0019/KirimaraEstate/AG0013/;AG0013;AG0013;44KF0019;AB;32;1929;30;32;1929;78;288;78;10;2;05-Sep-17;2016-2017;11111.04
170;319;43KF0055/Eaagads Estate/AB.0025;43KF0055/EaagadsEstate/AB0025/;AB0025;AB0025;43KF0055;T;45;2719;30;45;2719;74;104;74;10;2;05-Sep-17;2016-2017;5655.52
171;320;44KF1001/P/Bulk;44KF1001/P/Bulk/;Bulk;Bulk;44KF1001;T;63;3822;30;63;3822;74;92;74;10;2;05-Sep-17;2016-2017;7032.48
172;321;38MS0021/Ndunguri 98 Factory/XBC25F01;38MS0021/Ndunguri98Factory/XBC25F01/;XBC25F01;XBC25F01;38MS0021;T;11;674;30;11;674;74;97;74;10;2;05-Sep-17;2016-2017;1307.56
173;322;39MS0035/Kathathani Factory/XBC22F02;39MS0035/KathathaniFactory/XBC22F02/;XBC22F02;XBC22F02;39MS0035;T;29;1785;30;29;1785;160;122;40;10;1;05-Sep-17;2016-2017;4355.4
174;323;44KF0006/Mchana Estate/AC.0023;44KF0006/MchanaEstate/AC0023/;AC0023;AC0023;44KF0006;T;10;640;30;10;640;74;117;74;10;2;05-Sep-17;2016-2017;1497.6
175;324;44KF0004/Mchana Estate/AC.0023;44KF0004/MchanaEstate/AC0023/;AC0023;AC0023;44KF0004;C;50;3000;30;50;3000;39;145;39;10;2;05-Sep-17;2016-2017;8700
176;325;44KF0004/Mchana Estate/AC.0023;44KF0004/MchanaEstate/AC0023/;AC0023;AC0023;44KF0004;C;58;3490;30;58;3490;237;147;13;10;2;05-Sep-17;2016-2017;10260.6
177;327;44KF1001/P/Bulk;44KF1001/P/Bulk/;Bulk;Bulk;44KF1001;C;56;3371;30;56;3371;47;153;47;10;2;05-Sep-17;2016-2017;10315.26
178;328;43KF0055/Eaagads Estate/AB.0025;43KF0055/EaagadsEstate/AB0025/;AB0025;AB0025;43KF0055;C;37;2232;30;37;2232;160;168;40;10;2;05-Sep-17;2016-2017;7499.52
179;329;44KF0006/Mchana Estate/AC.0023;44KF0006/MchanaEstate/AC0023/;AC0023;AC0023;44KF0006;C;23;1413;30;23;1413;78;163;78;10;2;05-Sep-17;2016-2017;4606.38
180;330;44KF0004/Mchana Estate/AC.0023;44KF0004/MchanaEstate/AC0023/;AC0023;AC0023;44KF0004;AB;17;1034;30;17;1034;74;136;74;10;2;05-Sep-17;2016-2017;2812.48
181;331;38MS2005/AB/Bulk;38MS2005/AB/Bulk/;Bulk;Bulk;38MS2005;AB;50;3035;30;50;3035;47;240;47;10;1;05-Sep-17;2016-2017;14568
182;332;44KF1001/P/Bulk;44KF1001/P/Bulk/;Bulk;Bulk;44KF1001;AB;22;1363;30;22;1363;39;240;39;10;1;05-Sep-17;2016-2017;6542.4
183;1501;46SS2007/BULK;46SS2007/BULK;T;28;1743;30;28;1743;237;113;13;17;2;05-Sep-17;2016-2017;3939.18;;;
184;1502;46SS2006/BULK;46SS2006/BULK;T;27;1654;30;27;1654;237;133;13;17;1;05-Sep-17;2016-2017;4399.64;;;
185;1503;46SS2002/BULK;46SS2002/BULK;T;36;2203;30;36;2203;237;148;13;17;1;05-Sep-17;2016-2017;6520.88;;;
186;1504;46SS1007/MBULULU/BF.0100;46SS1007/MBULULU/BF0100/;BF0100;BF0100;46SS1007;T;11;691;30;11;691;237;137;13;17;1;05-Sep-17;2016-2017;1893.34
187;1505;46LE1005/P/BULK;46LE1005/P/BULK/;BULK;BULK;46LE1005;T;11;671;30;11;671;52;143;52;17;1;05-Sep-17;2016-2017;1919.06
188;1506;46LE0021 /MBEE/XBE06F04;46LE0021/MBEE/XBE06F04/;XBE06F04;XBE06F04;46LE0021;T;17;1062;30;17;1062;52;139;52;17;1;05-Sep-17;2016-2017;2952.36
189;1507;46LE0003/KALUA/XBE06F01;46LE0003/KALUA/XBE06F01/;XBE06F01;XBE06F01;46LE0003;T;25;1565;30;25;1565;52;147;52;17;1;05-Sep-17;2016-2017;4601.1
190;1508;45LE0009/MBEE/XBE06F04;45LE0009/MBEE/XBE06F04/;XBE06F04;XBE06F04;45LE0009;T;17;1067;30;17;1067;52;154;52;17;1;05-Sep-17;2016-2017;3286.36
191;1509;44LE0078/UMANTHI/XBE06F02;44LE0078/UMANTHI/XBE06F02/;XBE06F02;XBE06F02;44LE0078;T;16;975;30;16;975;52;150;52;17;1;05-Sep-17;2016-2017;2925
192;1510;44LE0075/UMANTHI/XBE06F02;44LE0075/UMANTHI/XBE06F02/;XBE06F02;XBE06F02;44LE0075;T;7;446;30;7;446;74;142;74;17;1;05-Sep-17;2016-2017;1266.64
193;1511;44LE0002/KALUA/XBE06F01;44LE0002/KALUA/XBE06F01/;XBE06F01;XBE06F01;44LE0002;T;23;1444;30;23;1444;52;150;52;17;1;05-Sep-17;2016-2017;4332
194;1512;44LE0001/KALUA/XBE06F01;44LE0001/KALUA/XBE06F01/;XBE06F01;XBE06F01;44LE0001;T;25;1563;30;25;1563;78;133;78;17;1;05-Sep-17;2016-2017;4157.58
195;1513;46SS1001/SASINI/BULK;46SS1001/SASINI/BULK/;BULK;BULK;46SS1001;T;7;471;30;7;471;21;87;21;17;2;05-Sep-17;2016-2017;819.54
196;1514;43LE0034/MUSILILI/XBE30F01;43LE0034/MUSILILI/XBE30F01/;XBE30F01;XBE30F01;43LE0034;T;7;484;30;7;484;74;130;74;17;1;05-Sep-17;2016-2017;1258.4
197;1515;44LE0087/UTOONI/XBE06F05;44LE0087/UTOONI/XBE06F05/;XBE06F05;XBE06F05;44LE0087;T;13;826;30;13;826;52;150;52;17;1;05-Sep-17;2016-2017;2478
198;1516;46SS1006/GATHIRUINI/XAA03F02;46SS1006/GATHIRUINI/XAA03F02/;XAA03F02;XAA03F02;46SS1006;T;9;586;30;9;586;52;149;52;17;1;05-Sep-17;2016-2017;1746.28
199;1517;46SS1005/KANAKE/XAA03F11;46SS1005/KANAKE/XAA03F11/;XAA03F11;XAA03F11;46SS1005;T;7;462;30;7;462;52;149;52;17;1;05-Sep-17;2016-2017;1376.76
200;1518;46SS2008/BULK;46SS2008/BULK;TT;18;1146;30;18;1146;52;241;52;17;1;05-Sep-17;2016-2017;5523.72;;;
201;1519;46SS2005/BULK;46SS2005/BULK;TT;24;1484;30;24;1484;238;255;57;17;1;05-Sep-17;2016-2017;7568.4;;;
202;1520;46SS1005/KANAKE/XAA03F11;46SS1005/KANAKE/XAA03F11/;XAA03F11;XAA03F11;46SS1005;TT;6;360;30;6;360;237;251;13;17;1;05-Sep-17;2016-2017;1807.2
203;1521;46SS1007/MBULULU/BF.0100;46SS1007/MBULULU/BF0100/;BF0100;BF0100;46SS1007;C;74;4487;30;74;4487;118;263;16;17;1;05-Sep-17;2016-2017;23601.62
204;1522;46LE1005/P/BULK;46LE1005/P/BULK/;BULK;BULK;46LE1005;C;19;1196;30;19;1196;237;256;13;17;1;05-Sep-17;2016-2017;6123.52
205;1523;46LE0021/MBEE/XBE06F04;46LE0021/MBEE/XBE06F04/;XBE06F04;XBE06F04;46LE0021;C;32;1958;30;32;1958;237;265;13;17;1;05-Sep-17;2016-2017;10377.4
206;1524;46LE0003/KALUA/XBE06F01;46LE0003/KALUA/XBE06F01/;XBE06F01;XBE06F01;46LE0003;C;42;2535;30;42;2535;118;251;16;17;1;05-Sep-17;2016-2017;12725.7
207;1525;45LE0009/MBEE/XBE06F04;45LE0009/MBEE/XBE06F04/;XBE06F04;XBE06F04;45LE0009;C;31;1922;30;31;1922;39;265;39;17;1;05-Sep-17;2016-2017;10186.6
208;1526;44LE0078/UMANTHI/XBE06F02;44LE0078/UMANTHI/XBE06F02/;XBE06F02;XBE06F02;44LE0078;C;33;2032;30;33;2032;39;268;39;17;1;05-Sep-17;2016-2017;10891.52
209;1527;44LE0075/UMANTHI/XBE06F02;44LE0075/UMANTHI/XBE06F02/;XBE06F02;XBE06F02;44LE0075;C;11;687;30;11;687;39;267;39;17;1;05-Sep-17;2016-2017;3668.58
210;1528;44LE0002/KALUA/XBE06F01;44LE0002/KALUA/XBE06F01/;XBE06F01;XBE06F01;44LE0002;C;47;2873;30;47;2873;39;267;39;17;1;05-Sep-17;2016-2017;15341.82
211;1529;44LE0001/KALUA/XBE06F01;44LE0001/KALUA/XBE06F01/;XBE06F01;XBE06F01;44LE0001;C;48;2897;30;48;2897;237;267;13;17;1;05-Sep-17;2016-2017;15469.98
212;1530;46SS1001/SASINI/BULK;46SS1001/SASINI/BULK/;BULK;BULK;46SS1001;C;43;2623;30;43;2623;78;262;78;17;1;05-Sep-17;2016-2017;13744.52
213;1531;43LE0034/MUSILILI/XBE30F01;43LE0034/MUSILILI/XBE30F01/;XBE30F01;XBE30F01;43LE0034;C;14;857;30;14;857;74;244;74;17;1;05-Sep-17;2016-2017;4182.16
214;1532;44LE0087/UTOONI/XBE06F05;44LE0087/UTOONI/XBE06F05/;XBE06F05;XBE06F05;44LE0087;C;27;1629;30;27;1629;39;262;39;17;1;05-Sep-17;2016-2017;8535.96
215;1533;46SS1006/GATHIRUINI/XAA03F02;46SS1006/GATHIRUINI/XAA03F02/;XAA03F02;XAA03F02;46SS1006;C;92;5553;30;92;5553;52;268;52;17;1;05-Sep-17;2016-2017;29764.08
216;1534;46SS1005/KANAKE/XAA03F11;46SS1005/KANAKE/XAA03F11/;XAA03F11;XAA03F11;46SS1005;C;69;4166;30;69;4166;52;264;52;17;1;05-Sep-17;2016-2017;21996.48
217;1535;46LE1004/P/BULK;46LE1004/P/BULK/;BULK;BULK;46LE1004;AB;14;860;30;14;860;39;281;39;17;1;05-Sep-17;2016-2017;4833.2
218;1536;46SS0077/NCHOROIBOR/XBB63F01;46SS0077/NCHOROIBOR/XBB63F01/;XBB63F01;XBB63F01;46SS0077;AB;21;1324;30;21;1324;74;277;74;17;1;05-Sep-17;2016-2017;7334.96
219;1537;42LE1000/P/BULK;42LE1000/P/BULK/;BULK;BULK;42LE1000;AB;17;1033;30;17;1033;118;272;16;17;1;05-Sep-17;2016-2017;5619.52
220;1538;43SS0127/GULMARG/AA.0035;43SS0127/GULMARG/AA0035/;AA0035;AA0035;43SS0127;AB;36;2168;30;36;2168;118;286;16;17;1;05-Sep-17;2016-2017;12400.96
221;1539;41SS0115/DOONDU/AA.0015;41SS0115/DOONDU/AA0015/;AA0015;AA0015;41SS0115;AB;25;1500;30;25;1500;52;299;52;17;1;05-Sep-17;2016-2017;8970
222;1540;41SS0111/DOONDU/AA.0015;41SS0111/DOONDU/AA0015/;AA0015;AA0015;41SS0111;AB;28;1697;30;28;1697;78;288;78;17;1;05-Sep-17;2016-2017;9774.72
223;1541;41SS0059/TINGANGA/AI.0002;41SS0059/TINGANGA/AI0002/;AI0002;AI0002;41SS0059;AB;68;4112;30;68;4112;52;297;52;17;1;05-Sep-17;2016-2017;24425.28
224;1542;47SS2040/GULMARG/AA.0035;47SS2040/GULMARG/AA0035/;AA0035;AA0035;47SS2040;AB;15;961;30;15;961;39;276;39;17;1;05-Sep-17;2016-2017;5304.72
225;1543;47SS2039/DOONDU/AA.0015;47SS2039/DOONDU/AA0015/;AA0015;AA0015;47SS2039;AB;31;1894;30;31;1894;39;299;39;17;1;05-Sep-17;2016-2017;11326.12
226;1544;47SS2038/TINGANGA/AI.0002;47SS2038/TINGANGA/AI0002/;AI0002;AI0002;47SS2038;AB;11;683;30;11;683;39;301;39;17;1;05-Sep-17;2016-2017;4111.66
227;1545;47SS2037/KAMUNDU/AI.0005;47SS2037/KAMUNDU/AI0005/;AI0005;AI0005;47SS2037;AB;37;2249;30;37;2249;52;299;52;17;1;05-Sep-17;2016-2017;13449.02
228;1546;47SS2036/MWEIGA/AG.0014;47SS2036/MWEIGA/AG0014/;AG0014;AG0014;47SS2036;AB;5;352;30;5;352;52;296;52;17;1;05-Sep-17;2016-2017;2083.84
229;1547;47SS2035/RUIRU MILLS/AC.0029;47SS2035/RUIRUMILLS/AC0029/;AC0029;AC0029;47SS2035;AB;49;2966;30;49;2966;237;315;39;17;1;05-Sep-17;2016-2017;18685.8
230;1548;47SS2034/GULMARG/AA.0035;47SS2034/GULMARG/AA0035/;AA0035;AA0035;47SS2034;AB;24;1440;30;24;1440;118;303;16;17;1;05-Sep-17;2016-2017;8726.4
231;1549;47SS2033/RUIRU MILLS/AC.0029;47SS2033/RUIRUMILLS/AC0029/;AC0029;AC0029;47SS2033;AB;42;2529;30;42;2529;237;324;13;17;1;05-Sep-17;2016-2017;16387.92
232;1550;47SS2032/DOONDU/AA.0015;47SS2032/DOONDU/AA0015/;AA0015;AA0015;47SS2032;AB;24;1452;30;24;1452;39;302;39;17;1;05-Sep-17;2016-2017;8770.08
233;1551;47SS2031/GULMARG/AA.0035;47SS2031/GULMARG/AA0035/;AA0035;AA0035;47SS2031;AB;17;1083;30;17;1083;237;324;13;17;1;05-Sep-17;2016-2017;7017.84
234;1552;47SS2030/KAKINDU/AA.0765;47SS2030/KAKINDU/AA0765/;AA0765;AA0765;47SS2030;AB;23;1428;30;23;1428;52;304;52;17;1;05-Sep-17;2016-2017;8682.24
235;1553;47SS2029/TINGANGA/AI.0002;47SS2029/TINGANGA/AI0002/;AI0002;AI0002;47SS2029;AB;25;1566;30;25;1566;78;326;78;17;1;05-Sep-17;2016-2017;10210.32
236;1554;47SS2028/MWEIGA/AG.0014;47SS2028/MWEIGA/AG0014/;AG0014;AG0014;47SS2028;AB;27;1642;30;27;1642;118;296;16;17;1;05-Sep-17;2016-2017;9720.64
237;1555;47SS2027/DOONDU/AA.0015;47SS2027/DOONDU/AA0015/;AA0015;AA0015;47SS2027;AB;38;2303;30;38;2303;39;328;39;17;1;05-Sep-17;2016-2017;15107.68
238;1556;47SS2026/DOONDU/AA.0015;47SS2026/DOONDU/AA0015/;AA0015;AA0015;47SS2026;AB;29;1782;30;29;1782;237;329;13;17;1;05-Sep-17;2016-2017;11725.56
239;1557;47SS2025/TINGANGA/AI.0002;47SS2025/TINGANGA/AI0002/;AI0002;AI0002;47SS2025;AB;28;1739;30;28;1739;39;312;39;17;1;05-Sep-17;2016-2017;10851.36
240;1558;47SS2024/RUIRU MILLS/AC.0029;47SS2024/RUIRUMILLS/AC0029/;AC0029;AC0029;47SS2024;AB;17;1062;30;17;1062;237;297;13;17;1;05-Sep-17;2016-2017;6308.28
241;1559;47SS2023/KAKINDU/AA.0765;47SS2023/KAKINDU/AA0765/;AA0765;AA0765;47SS2023;AB;30;1832;30;30;1832;39;316;39;17;1;05-Sep-17;2016-2017;11578.24
242;1560;47SS2022/DOONDU/AA.0015;47SS2022/DOONDU/AA0015/;AA0015;AA0015;47SS2022;AB;18;1105;30;18;1105;39;307;39;17;1;05-Sep-17;2016-2017;6784.7
243;1561;47SS2021/GULMARG/AA.0035;47SS2021/GULMARG/AA0035/;AA0035;AA0035;47SS2021;AB;15;935;30;15;935;78;344;78;17;1;05-Sep-17;2016-2017;6432.8
244;1562;47SS2020/KAMUNDU/AI.0005;47SS2020/KAMUNDU/AI0005/;AI0005;AI0005;47SS2020;AB;30;1841;30;30;1841;78;331;78;17;1;05-Sep-17;2016-2017;12187.42
245;1563;47SS2019/KAKINDU/AA.0765;47SS2019/KAKINDU/AA0765/;AA0765;AA0765;47SS2019;AB;13;809;30;13;809;39;290;39;17;2;05-Sep-17;2016-2017;4692.2
246;1564;47SS2018/RUIRU MILLS/AC.0029;47SS2018/RUIRUMILLS/AC0029/;AC0029;AC0029;47SS2018;AB;31;1915;30;31;1915;237;313;13;17;1;05-Sep-17;2016-2017;11987.9
247;1565;47SS2017/DOONDU/AA.0015;47SS2017/DOONDU/AA0015/;AA0015;AA0015;47SS2017;AB;93;5613;30;93;5613;237;334;13;17;1;05-Sep-17;2016-2017;37494.84
248;1566;47SS2016/MWEIGA/AG.0014;47SS2016/MWEIGA/AG0014/;AG0014;AG0014;47SS2016;AB;32;1920;30;32;1920;78;334;78;17;1;05-Sep-17;2016-2017;12825.6
249;1567;47SS2015/TINGANGA/AI.0002;47SS2015/TINGANGA/AI0002/;AI0002;AI0002;47SS2015;AB;49;2989;30;49;2989;78;336;78;17;1;05-Sep-17;2016-2017;20086.08
250;1568;47SS2014/KAKINDU/AA.0765;47SS2014/KAKINDU/AA0765/;AA0765;AA0765;47SS2014;AB;26;1610;30;26;1610;78;335;78;17;1;05-Sep-17;2016-2017;10787
251;1569;47SS2013/RUIRU MILLS/AC.0029;47SS2013/RUIRUMILLS/AC0029/;AC0029;AC0029;47SS2013;AB;29;1769;30;29;1769;78;336;78;17;1;05-Sep-17;2016-2017;11887.68
252;1570;46SS1007/MBULULU/BF.0100;46SS1007/MBULULU/BF0100/;BF0100;BF0100;46SS1007;AB;42;2557;30;42;2557;39;320;39;17;1;05-Sep-17;2016-2017;16364.8
253;1571;46SS1001/SASINI/BULK;46SS1001/SASINI/BULK/;BULK;BULK;46SS1001;AB;20;1217;30;20;1217;160;286;40;17;1;05-Sep-17;2016-2017;6961.24
254;1572;46LE1005/P/BULK;46LE1005/P/BULK/;BULK;BULK;46LE1005;AB;37;2277;30;37;2277;118;289;16;17;1;05-Sep-17;2016-2017;13161.06
255;1573;46LE0003/KALUA/XBE06F01;46LE0003/KALUA/XBE06F01/;XBE06F01;XBE06F01;46LE0003;AB;36;2160;30;36;2160;39;280;39;17;2;05-Sep-17;2016-2017;12096
256;1574;44SS0138/GULMARG/AA.0035;44SS0138/GULMARG/AA0035/;AA0035;AA0035;44SS0138;AB;34;2082;30;34;2082;78;288;78;17;2;05-Sep-17;2016-2017;11992.32
257;1575;44SS0048/RUIRU MILL/AC.0029;44SS0048/RUIRUMILL/AC0029/;AC0029;AC0029;44SS0048;AB;17;1063;30;17;1063;78;288;78;17;2;05-Sep-17;2016-2017;6122.88
258;1576;44LE0075/UMANTHI/XBE06F02;44LE0075/UMANTHI/XBE06F02/;XBE06F02;XBE06F02;44LE0075;AB;8;499;30;8;499;39;282;39;17;1;05-Sep-17;2016-2017;2814.36
259;1577;43SS1004/SASINI/BULK;43SS1004/SASINI/BULK/;BULK;BULK;43SS1004;AB;45;2750;30;45;2750;78;298;78;17;1;05-Sep-17;2016-2017;16390
260;1578;43SS1001/KAMUNDU BULK;43SS1001/KAMUNDUBULK;AB;72;4363;30;72;4363;118;291;16;17;1;05-Sep-17;2016-2017;25392.66;;;
261;1579;43SS0051/GULMARG/AA.0035;43SS0051/GULMARG/AA0035/;AA0035;AA0035;43SS0051;AB;45;2700;30;45;2700;78;289;78;17;1;05-Sep-17;2016-2017;15606
262;1580;43SS0004/TINGANGA/AI.0002;43SS0004/TINGANGA/AI0002/;AI0002;AI0002;43SS0004;AB;20;1218;30;20;1218;160;289;40;17;1;05-Sep-17;2016-2017;7040.04
263;1581;43SS0002/TINGANGA/AI.0002;43SS0002/TINGANGA/AI0002/;AI0002;AI0002;43SS0002;AB;22;1365;30;22;1365;39;288;39;17;1;05-Sep-17;2016-2017;7862.4
